time,temp
0.000836457, 63872
0.00394375, 63872
0.00521093, 63872
0.00645833, 63872
0.00770832, 63872
0.00895259, 63872
0.010226, 63872
0.0115078, 63872
0.0127864, 64088
0.0140708, 64088
0.0153375, 64088
0.0165844, 64088
0.0178583, 64088
0.0192573, 64088
0.0205224, 64088
0.0217968, 64304
0.0231312, 64304
0.0244156, 64304
0.0256922, 64304
0.0269541, 64304
0.028214, 64304
0.0294744, 64304
0.0307323, 64304
0.0320192, 64304
0.0332859, 64304
0.0346078, 64304
0.0358875, 64304
0.037126, 64304
0.0383671, 64304
0.0397958, 64304
0.0410395, 64304
0.0422916, 64304
0.043627, 64304
0.0452442, 64304
0.0468463, 64304
0.0484426, 64304
0.0500765, 64304
0.0517031, 64304
0.0532833, 64304
0.0547478, 64304
0.0562432, 64520
0.0576385, 64520
0.0589624, 64520
0.0602932, 64520
0.0616343, 64520
0.0629593, 64520
0.064327, 64520
0.0656786, 64520
0.0669499, 64520
0.0682082, 64520
0.0695051, 64520
0.0708801, 64520
0.0722801, 64520
0.0735885, 64520
0.0748603, 64520
0.0761379, 64520
0.0773858, 64520
0.0786447, 64520
0.0799207, 64520
0.081264, 64736
0.0825999, 64736
0.0839181, 64736
0.0852478, 64736
0.0865936, 64736
0.0879468, 64736
0.089241, 64736
0.0904905, 64736
0.0917457, 64736
0.0930004, 64736
0.0942494, 64736
0.0955009, 64736
0.0967561, 64736
0.0980093, 64736
0.0992551, 64952
0.100501, 64952
0.101747, 64952
0.103013, 64952
0.104265, 64952
0.105505, 64952
0.106737, 64952
0.107976, 64952
0.109215, 64952
0.110447, 64952
0.111682, 64952
0.112917, 64952
0.114151, 64952
0.115417, 64952
0.116665, 64952
0.117911, 64952
0.11919, 64952
0.120428, 64952
0.121668, 64952
0.122905, 64952
0.124153, 65168
0.1254, 65168
0.126639, 65168
0.127879, 65168
0.12912, 65168
0.130368, 65168
0.131612, 65168
0.132849, 65168
0.134087, 65168
0.13533, 65168
0.136578, 65168
0.137816, 65168
0.139084, 65168
0.140319, 65168
0.14156, 65168
0.142798, 65168
0.144038, 65168
0.145277, 65168
0.146509, 65168
0.147756, 65168
0.148988, 65168
0.150218, 65168
0.151453, 65168
0.152686, 65168
0.153915, 65168
0.155175, 65168
0.156406, 65168
0.157641, 65168
0.15887, 65168
0.160101, 65168
0.161333, 65168
0.162566, 65168
0.163807, 65168
0.165061, 65168
0.166338, 65384
0.167615, 65384
0.16885, 65384
0.170082, 65384
0.171318, 65384
0.172549, 65384
0.173782, 65384
0.175014, 65384
0.176295, 65384
0.177573, 65384
0.178852, 65384
0.180129, 65384
0.181401, 65384
0.182669, 65384
0.184012, 65384
0.185238, 65384
0.186381, 65384
0.187528, 65384
0.188673, 65384
0.189816, 65384
0.190955, 65384
0.192099, 65600
0.193239, 65600
0.194384, 65600
0.195529, 65600
0.196666, 65600
0.197799, 65600
0.198933, 65600
0.200073, 65600
0.201211, 65600
0.202347, 65600
0.203496, 65600
0.204636, 65600
0.20578, 65600
0.206934, 65600
0.208084, 65600
0.20924, 65600
0.210402, 65600
0.211562, 65600
0.212713, 65600
0.213862, 65600
0.21504, 65600
0.216193, 65600
0.217348, 65600
0.218499, 65816
0.219658, 65816
0.220828, 65816
0.221978, 65816
0.223138, 65816
0.2243, 65816
0.225458, 65816
0.226612, 66032
0.227776, 66032
0.228934, 66032
0.230078, 66032
0.231238, 66032
0.232396, 66032
0.233551, 66032
0.2347, 66032
0.235848, 66032
0.236998, 66032
0.238151, 66032
0.239298, 66032
0.240443, 66032
0.241586, 66032
0.24273, 66032
0.243877, 65816
0.245019, 65816
0.246158, 65816
0.247299, 65816
0.248441, 65816
0.249587, 65816
0.250741, 65816
0.251894, 65816
0.25304, 65816
0.254181, 65816
0.255325, 65816
0.256468, 65816
0.257609, 65816
0.258751, 65816
0.259897, 65816
0.261045, 66032
0.2622, 66032
0.263353, 66032
0.264501, 66032
0.265646, 66032
0.266788, 66032
0.267932, 66032
0.269073, 66032
0.270212, 66032
