time,temp
0.000938008, 60632
0.00254476, 60632
0.0042687, 60632
0.00553691, 60632
0.00764053, 60848
0.00900145, 60848
0.0103165, 60848
0.0116457, 60848
0.0129488, 60848
0.0142467, 60848
0.015554, 60848
0.0168008, 60848
0.0180446, 60848
0.0192826, 60848
0.0205367, 60848
0.0217831, 60848
0.0230273, 60848
0.024296, 61064
0.0255596, 61064
0.026809, 61064
0.0280621, 61064
0.0293027, 61064
0.0305954, 61064
0.0319678, 61064
0.0332277, 61064
0.0344943, 61064
0.0357594, 61064
0.0370219, 61064
0.0383026, 61064
0.0397401, 61064
0.0410349, 61280
0.0423468, 61280
0.0436286, 61280
0.0449755, 61280
0.0462958, 61280
0.0475676, 61280
0.0488218, 61280
0.0500775, 61280
0.0513519, 61280
0.0526728, 61280
0.0539431, 61280
0.055205, 61280
0.0564534, 61280
0.0577357, 61280
0.0589774, 61280
0.0602164, 61280
0.0614549, 61280
0.0627226, 61280
0.0640117, 61280
0.0652747, 61280
0.0665695, 61280
0.0678184, 61280
0.0690751, 61280
0.070321, 61280
0.0715616, 61280
0.0727996, 61280
0.0740454, 61280
0.0752959, 61280
0.076687, 61280
0.0780469, 61280
0.079338, 61280
0.0807755, 61280
0.0820739, 61280
0.083338, 61496
0.084677, 61496
0.0859499, 61496
0.0872114, 61496
0.0884686, 61496
0.0899785, 61496
0.0912207, 61496
0.0924686, 61712
0.093891, 61712
0.0951941, 61712
0.0965649, 61712
0.0979529, 61712
0.0993451, 61712
0.100868, 61712
0.102164, 61712
0.103424, 61712
0.104672, 61712
0.10593, 61712
0.107192, 61712
0.108453, 61712
0.10978, 61712
0.111037, 61712
0.112295, 61712
0.113553, 61712
0.114808, 61712
0.116056, 61712
0.117304, 61712
0.118551, 61712
0.119794, 61712
0.121033, 61712
0.122274, 61712
0.123515, 61712
0.124752, 61712
0.125999, 61928
0.127243, 61928
0.128537, 61928
0.129794, 61928
0.131047, 61928
0.132296, 61928
0.133543, 61928
0.134807, 61928
0.136058, 61928
0.137307, 61928
0.138557, 61928
0.139812, 61928
0.141059, 61928
0.142305, 61928
0.143547, 62144
0.14479, 62144
0.146035, 62144
0.147281, 62144
0.148582, 62144
0.149832, 62144
0.151072, 62144
0.152313, 61928
0.153572, 61928
0.154814, 61928
0.156063, 61928
0.157316, 61928
0.158563, 61928
0.159807, 61928
0.161055, 61928
0.162311, 61928
0.163564, 61928
0.164818, 61928
0.166073, 61928
0.167329, 61928
0.168604, 62144
0.169859, 62144
0.171103, 62144
0.172349, 62144
0.17364, 62144
0.174895, 62144
0.176141, 62144
0.177388, 62144
0.178639, 62144
0.179892, 62144
0.18114, 62144
0.182401, 62144
0.183651, 62144
0.184894, 62144
0.186145, 62360
0.187392, 62360
0.188637, 62360
0.189887, 62360
0.191134, 62360
0.192381, 62360
0.196604, 62360
0.208543, 62360
0.20994, 62360
0.211206, 62360
0.212462, 62360
0.213744, 62360
0.214994, 62360
0.216243, 62360
0.217492, 62360
0.218744, 62360
0.220001, 62576
0.221245, 62576
0.222492, 62576
0.223729, 62576
0.224963, 62576
0.226193, 62576
0.227427, 62576
0.228695, 62360
0.229943, 62360
0.231174, 62360
0.232405, 62360
0.233718, 62360
0.234949, 62360
0.236176, 62360
0.237404, 62360
0.238634, 62360
0.239861, 62360
0.241088, 62360
0.242316, 62360
0.243547, 62360
0.24477, 62360
0.246, 62360
0.24725, 62360
0.24853, 62360
0.249769, 62360
0.251005, 62360
0.252238, 62360
0.253473, 62360
0.254709, 62360
0.25594, 62360
0.25717, 62360
0.258403, 62360
0.259635, 62360
0.260867, 62360
0.262015, 62360
0.263133, 62360
0.264248, 62360
0.265368, 62360
0.266488, 62360
0.267602, 62360
0.268721, 62360
0.269852, 62360
0.270985, 62360
0.272116, 62360
0.273246, 62360
0.2744, 62360
0.275544, 62360
0.276674, 62360
0.277807, 62360
0.278935, 62360
0.280066, 62360
0.28121, 62360
0.28235, 62360
0.283471, 62360
0.284607, 62360
0.285755, 62360
0.286882, 62360
0.288017, 62360
0.289143, 62576
0.290267, 62576
0.291389, 62576
0.292538, 62576
0.293653, 62576
0.294763, 62576
0.295868, 62576
0.296974, 62576
0.298082, 62576
0.299187, 62576
0.300291, 62576
0.301396, 62576
0.302501, 62576
0.303605, 62576
0.304711, 62576
0.305818, 62576
0.306922, 62576
0.30803, 62576
0.309135, 62576
0.31024, 62576
0.311347, 62576
0.312454, 62576
0.313575, 62576
0.314682, 62576
0.31579, 62576
0.316896, 62576
0.318004, 62576
0.31911, 62576
0.320216, 62576
0.321321, 62576
0.322427, 63440
0.323535, 63440
0.324639, 63440
0.325743, 63440
0.326846, 63440
0.327951, 63440
0.329056, 63440
0.330163, 63440
0.331283, 64304
0.332623, 64304
0.333992, 64304
0.335281, 64304
0.336565, 64304
0.337836, 64304
0.338951, 64304
0.347089, 64952
0.348545, 65168
0.34992, 65168
0.351304, 65168
0.352617, 65168
0.354946, 65168
0.358434, 65600
0.359808, 65600
0.361017, 65600
0.362343, 65600
0.36373, 65600
0.36519, 66464
0.366471, 66464
0.367913, 66464
0.369322, 66464
0.370644, 66464
0.371989, 66464
0.373201, 66464
0.374333, 67328
0.375446, 67328
0.37656, 67328
0.377673, 67328
0.378785, 67328
0.379893, 67328
0.381001, 67328
0.382111, 67976
0.383218, 67976
0.384324, 67976
0.385431, 67976
0.386548, 67976
0.387662, 67976
0.388773, 67976
0.389883, 67976
0.390992, 67976
0.392099, 67976
0.393206, 67976
0.394315, 67976
0.395426, 67976
0.396505, 67976
0.397626, 67976
0.39873, 67976
0.399835, 68408
0.400941, 68408
0.402052, 68408
0.403173, 68408
0.404293, 68408
0.405411, 68408
0.406529, 68408
0.407642, 68408
0.420523, 68624
0.432528, 68624
0.433974, 68840
0.435142, 68840
0.436285, 68840
0.437419, 68840
0.438559, 68840
0.439695, 68840
0.440823, 68840
0.441959, 69272
0.443096, 69272
0.444234, 69272
0.445367, 69272
0.4465, 69272
0.447625, 69272
0.448746, 69272
0.449877, 69272
0.451006, 70784
0.452139, 70784
0.453273, 70784
0.454408, 70784
0.455539, 70784
0.45667, 70784
0.457809, 70784
0.458938, 71864
0.460066, 71864
0.461196, 71864
0.46233, 71864
0.463458, 71864
0.464582, 71864
0.465713, 71864
0.466844, 71864
0.467989, 72728
0.469141, 72728
0.470292, 72728
0.471438, 72728
0.472576, 72728
0.47372, 72728
0.474866, 72728
0.476003, 73160
0.477135, 73160
0.478269, 73160
0.47941, 73160
0.480551, 73160
0.481693, 73160
0.482831, 73160
0.483969, 73160
0.485109, 73592
0.486272, 73592
0.487425, 73592
0.488572, 73592
0.489735, 73592
0.490886, 73592
0.492049, 73592
0.493204, 73808
0.494345, 73808
0.495482, 73808
0.496619, 73808
0.497762, 73808
0.498909, 73808
0.500054, 73808
0.501194, 73808
0.502333, 74024
0.503469, 74024
0.504617, 74024
0.505768, 74024
0.506926, 74024
0.508066, 74024
0.509204, 74024
0.510343, 74240
0.511482, 74240
0.512616, 74240
0.513763, 74240
0.514912, 74240
0.516059, 74240
0.517207, 74240
0.518354, 74240
0.519495, 74672
0.520638, 74672
0.521778, 74672
0.522921, 74672
0.524059, 74672
0.525204, 74672
0.526358, 74672
0.527515, 74672
0.528666, 74672
0.529805, 74672
0.530953, 74672
0.532094, 74672
0.533229, 74672
0.53437, 74672
0.535504, 74672
0.536633, 74888
0.537774, 74888
0.538921, 74888
0.540065, 74888
0.541203, 74888
0.542349, 74888
0.543492, 74888
0.544633, 75104
0.545765, 75104
0.546911, 75104
0.548055, 75104
0.549203, 75104
0.550332, 75104
0.551465, 75104
0.552602, 75320
