time,temp
0.000891157, 62792
0.0067829, 62792
0.00819698, 62792
0.0094673, 62792
0.010723, 62792
0.012009, 62792
0.0132715, 62792
0.014659, 62792
0.0163512, 62792
0.018433, 62792
0.020244, 63008
0.022005, 63008
0.0236763, 63008
0.0252269, 63008
0.0267123, 63008
0.0280358, 63008
0.0293082, 63008
0.0305759, 63008
0.0318285, 63008
0.0330863, 63008
0.034341, 63008
0.03559, 63008
0.036838, 63224
0.0380817, 63224
0.0393161, 63224
0.0405942, 63224
0.0418979, 63224
0.0431656, 63224
0.0456131, 63224
0.0469652, 63224
0.0485485, 63224
0.0500866, 63224
0.0519829, 63224
0.054259, 63656
0.055759, 63656
0.0572559, 63656
0.0587497, 63656
0.0601846, 63656
0.0617237, 63656
0.0630216, 63872
0.0642966, 63872
0.0656482, 63872
0.0669409, 63872
0.0682404, 63872
0.0695456, 63872
0.0708102, 63872
0.0719926, 63872
0.0732066, 63872
0.0743884, 63872
0.0756499, 63872
0.0768832, 63872
0.0780958, 63872
0.0793005, 64088
0.0804958, 64088
0.0817015, 64088
0.082901, 64088
0.0841156, 64088
0.0853208, 64088
0.0865511, 64088
0.0877495, 64088
0.0889532, 64088
0.0903975, 64088
0.0916766, 64088
0.092909, 64088
0.0941501, 64088
0.0953819, 64088
0.0966205, 64088
0.0978653, 64088
0.0992866, 64088
0.100525, 64088
0.101762, 64088
0.102996, 64088
0.104232, 64088
0.105471, 64088
0.106709, 64088
0.107949, 64088
0.109183, 64088
0.110415, 64088
0.111645, 64088
0.112876, 64088
0.114117, 64304
0.11536, 64304
0.1166, 64304
0.117874, 64304
0.119146, 64304
0.120421, 64304
0.121749, 64088
0.123024, 64088
0.124299, 64088
0.125628, 64088
0.126906, 64088
0.128186, 64088
0.129445, 64088
0.130677, 64304
0.131906, 64304
0.133134, 64304
0.13437, 64304
0.135612, 64304
0.13684, 64304
0.138078, 64304
0.13931, 64304
0.140534, 64304
0.14177, 64304
0.143011, 64304
0.14425, 64304
0.145491, 64304
0.146747, 64304
0.147987, 64304
0.149227, 64304
0.150479, 64304
0.151726, 64304
0.152964, 64304
0.154211, 64304
0.155443, 64304
0.156675, 64520
0.157934, 64520
0.159189, 64520
0.16047, 64520
0.161714, 64520
0.162955, 64520
0.164191, 64520
0.165433, 64520
0.166675, 64520
0.167906, 64520
0.169145, 64520
0.170389, 64520
0.171622, 64520
0.172847, 64520
0.174081, 64520
0.17535, 64520
0.176641, 64520
0.17794, 64520
0.179232, 64520
0.180538, 64520
0.18182, 64520
0.183135, 64520
0.184427, 64520
0.185845, 64520
0.187133, 64520
0.188465, 64520
0.189804, 64520
0.191092, 64520
0.192402, 64520
0.193744, 64520
0.195038, 64520
0.196328, 64520
0.19775, 64520
0.199043, 64520
0.200325, 64520
0.201864, 64520
0.203159, 64520
0.204503, 64520
0.205784, 64520
0.207072, 64520
0.208357, 64520
0.209785, 64520
0.211068, 64520
0.212351, 64520
0.213723, 64520
0.215007, 64520
0.216292, 64736
0.217657, 64736
0.218938, 64736
0.220214, 64736
0.221496, 64736
0.222785, 64736
0.224069, 64736
0.225351, 64736
0.226629, 64736
0.227923, 64736
0.22921, 64736
0.230494, 64736
0.231777, 64736
0.233051, 64520
0.234333, 64520
0.235614, 64520
0.236889, 64520
0.238165, 64520
0.239457, 64520
0.240725, 64520
0.242004, 64736
0.243287, 64736
0.244563, 64736
0.245847, 64736
0.247129, 64736
0.248417, 64736
0.249787, 64736
0.251074, 64736
0.252361, 64736
0.254018, 64736
0.255299, 64736
0.256656, 64736
0.257933, 64736
0.259209, 64520
0.260557, 64520
0.261837, 64520
0.263109, 64520
0.264378, 64520
0.265706, 64520
0.266975, 64736
0.268242, 64736
0.269507, 64736
0.270778, 64736
0.272046, 64736
0.273317, 64736
0.274589, 64736
0.275853, 64736
0.277113, 64736
0.27839, 64736
0.27966, 64736
0.280925, 64736
0.282193, 64736
0.28349, 64736
0.284761, 64520
0.28604, 64520
0.287309, 64520
0.288622, 64520
0.289861, 64520
0.291097, 64520
0.292331, 64520
0.2937, 64520
0.294932, 64520
0.296162, 64520
0.297392, 64520
0.298626, 64520
0.299859, 64520
0.30109, 64736
0.30232, 64736
0.303548, 64736
0.304779, 64736
0.3061, 64736
0.30731, 64736
0.308422, 64736
0.309554, 64736
0.310668, 64736
0.311784, 64736
0.312903, 64736
0.314033, 64736
0.315168, 64736
0.31629, 64736
0.31742, 64736
0.318554, 64952
0.319694, 64952
0.320835, 64952
0.321973, 64952
0.323132, 64952
0.324366, 64952
0.325992, 64952
0.327575, 64952
0.32893, 64952
0.330263, 64952
0.331655, 64952
0.332875, 64952
0.33466, 64952
0.336221, 66032
0.337706, 66032
0.339333, 66032
0.340735, 66032
0.342128, 66032
0.343722, 68624
0.345111, 68624
0.346387, 68624
0.347708, 68624
