0.000995338,49400
0.0117581,49184
0.0224271,49400
0.0329873,49400
0.0435344,49616
0.0539712,49616
0.0646589,49832
0.0752696,49832
0.0856522,50048
0.096017,50048
0.106446,50048
0.116869,50048
0.127225,50264
0.137601,50264
0.14797,50264
0.158347,50264
0.168794,50264
0.17915,50264
0.189505,50264
0.199784,50480
0.210008,50480
0.22034,50480
0.230613,50696
0.240894,50696
0.251115,50912
0.261421,50912
0.271708,50912
0.282005,51128
0.292253,51128
0.302559,51128
0.312923,51128
0.323201,51344
0.333404,52424
0.343623,52640
0.35387,52856
0.364175,52856
0.374492,53072
0.384817,53072
0.395124,53072
0.40546,53072
0.415864,53072
0.426271,53072
0.436674,53720
0.44718,55016
0.457454,54152
0.467599,53936
0.477767,53936
0.487995,54152
0.498321,55232
0.508543,54368
0.518716,54368
0.528984,54368
0.53919,55232
0.549468,56096
0.559654,55448
0.569911,55448
0.58014,55664
0.590415,56096
0.600749,57176
0.610982,56312
0.62119,56312
0.631355,56096
0.64157,56096
0.65175,56312
0.661955,56312
0.672219,56312
0.682478,56528
0.692762,57392
0.703225,58256
0.713701,58472
0.724509,59120
0.735027,59120
0.745566,59552
0.756121,59552
0.76663,59768
0.777035,59768
0.787276,58472
0.797466,57824
0.807695,57824
0.817934,57608
0.828148,57608
0.838379,57608
0.848548,57608
0.858753,57608
0.868946,57392
0.879103,57608
0.889405,57608
0.89964,57392
0.909902,57392
0.920181,57392
0.930383,57824
0.940657,58040
0.950831,58040
0.961057,58256
0.971315,58472
0.981547,58904
0.991731,59120
1.00201,59120
1.01229,59120
1.02257,59120
1.03288,59120
1.0431,59336
1.05335,59552
1.06368,59552
1.0739,59768
1.08413,59984
1.09442,59984
1.10465,59984
1.11481,60200
1.12499,60200
1.13522,61928
1.14551,63008
1.15572,62360
1.16602,63440
1.17629,64304
1.18653,65168
1.19683,65600
1.20712,64520
1.21767,65600
1.22868,65168
1.2395,65384
1.25015,65816
1.26118,66032
1.27206,66248
1.28278,66248
1.29368,66248
1.30455,66464
1.31486,64088
1.32538,63656
1.33566,63440
1.34595,63440
1.35633,63224
1.36654,63224
1.37679,63008
1.38705,62792
1.39733,62792
1.40749,62576
1.41775,62576
1.42808,62360
1.43832,62360
1.44859,62360
1.45887,62144
1.46925,62144
1.47954,62144
1.48988,61928
1.50023,62144
1.51047,62144
1.52072,62144
1.53094,62144
1.54122,62360
1.55148,62360
1.56167,62576
1.57186,62792
1.58203,62792
1.59221,63008
1.60241,63224
1.61263,63224
1.62287,63224
1.63431,63440
1.64531,64304
1.65571,66248
1.66602,65600
1.67648,66896
1.68671,67112
1.69733,67328
1.70781,67544
1.71832,67760
1.72886,67976
1.73941,68192
1.74962,66680
1.7598,65816
1.77002,65384
1.78029,65168
1.79059,64952
1.80088,64736
1.81127,64736
1.82161,64520
1.83186,64520
1.84213,64520
1.8525,64304
1.86275,64088
1.87301,63872
1.8832,63872
1.89343,63872
1.90372,64088
1.91404,63872
1.92437,63872
1.93464,63872
1.94499,63656
1.9553,63656
1.96558,63656
1.9759,63656
1.98614,63656
1.99645,63872
2.00673,63656
2.01698,63656
2.02719,63872
2.03742,63872
2.04772,63872
2.0581,64088
2.06839,63872
2.07862,63872
2.08887,63872
2.09931,65816
2.10958,66680
2.11981,66464
2.13002,67760
2.14236,66896
2.15264,69488
2.16295,68624
2.17327,69704
2.18351,70136
2.19374,71000
2.204,71864
2.21428,71432
2.22462,71864
2.23487,71216
2.24514,72080
2.25546,73160
2.26579,72080
2.2761,72080
2.28633,72944
2.29659,72944
2.30692,74024
2.31726,74888
2.32757,74240
2.3379,72944
2.34832,72512
2.35865,73160
2.36909,74240
2.37951,74024
2.38986,73160
2.40022,74240
2.41056,73808
2.42083,73592
2.43127,73592
2.44149,73376
2.45173,72512
2.46195,73160
2.47216,73376
2.4824,73592
2.49273,75104
2.50293,74672
2.51314,76832
2.52333,75968
2.53355,76616
2.54375,76400
2.554,75968
2.56436,77048
2.5747,76400
2.585,76400
2.5952,75536
2.60546,75968
2.61579,75968
2.62606,76184
2.63641,77480
2.64666,78344
2.65694,78344
2.66734,77696
2.67775,77912
2.68806,77048
2.69842,76832
2.70877,77480
2.7192,77048
2.72956,78344
2.73989,77912
2.75027,75968
2.76071,76616
2.77105,76832
2.78144,78560
2.79177,78128
2.80208,76616
2.81235,78560
2.82258,76832
2.83283,76616
2.84305,75536
2.85324,76184
2.86344,76400
2.8737,77912
2.88394,76400
2.89415,76400
2.90437,78128
2.91459,77912
2.92479,77480
2.93502,79424
2.94526,79640
2.95554,78344
2.9658,77912
2.97606,77912
2.98635,77912
2.99669,77264
3.00702,78992
3.01736,78776
3.02769,78128
3.038,77480
3.04836,77912
3.05873,78560
3.0691,78344
3.07947,77696
3.08979,77480
3.10013,78344
3.11047,77912
3.12075,77912
3.13099,77264
3.14129,78128
3.15155,77264
3.16183,77696
3.17209,78776
3.18235,77264
3.19267,78560
3.20298,77480
3.2133,78128
3.22354,77696
3.2338,77696
3.24416,76832
3.25442,76400
3.26469,76832
3.27498,77048
3.28524,77696
3.29549,78128
3.30574,77912
3.31594,79640
3.32613,80072
3.33637,80936
3.3466,81152
3.35682,78992
3.367,80288
3.37719,80504
3.38744,80288
3.39778,79640
3.40803,80072
3.41827,80504
3.42853,81152
3.43876,79208
3.44896,78992
3.4592,78128
3.46952,78776
3.47982,78560
3.49016,78992
3.50045,79208
3.51072,79424
3.52105,80288
3.53139,80288
3.54171,79208
3.55202,79208
3.56226,78992
3.57261,78992
3.58292,78776
3.59316,79856
3.60344,79640
3.61377,80936
3.62402,81368
3.63426,81152
3.64451,80288
3.65475,79856
3.66499,80504
3.67524,81368
3.68543,80720
3.69565,80072
3.70598,80288
3.71625,79856
3.72649,80288
3.7367,80288
3.74691,82664
3.75714,81152
3.7674,80720
3.77765,81152
3.78791,80504
3.79814,80288
3.80842,80072
3.81861,79640
3.8288,80720
3.83899,80720
3.8492,81800
3.85944,81584
3.86963,81368
3.87982,81584
3.89001,81152
3.90023,81584
3.91048,81368
3.92072,81584
3.93097,81584
3.94125,82448
3.9515,81800
3.96181,80936
3.97212,80720
3.98248,80504
3.99281,80072
4.00312,79856
4.01345,79424
4.02382,79856
4.03425,79208
4.04469,79424
4.05504,80072
4.06542,79208
4.07574,79424
4.08611,80720
4.09644,78344
4.10663,79640
4.11683,78992
4.12703,79640
4.13725,78992
4.14744,80936
4.15765,81800
4.1679,81800
4.17822,81800
4.18849,80504
4.19874,81368
4.209,81584
4.21928,80936
4.22955,80720
4.23982,81152
4.25015,82232
4.26052,81584
4.27084,81368
4.28117,81800
4.2915,80936
4.30184,82016
4.31218,81368
4.3225,80936
4.33288,82664
4.34328,83096
4.35367,82232
4.36403,82016
4.37435,82880
4.38472,81800
4.39507,80504
4.40541,80504
4.41576,81368
4.42607,82232
4.43638,81800
4.44664,82880
4.45695,82448
4.46717,81800
4.47741,82448
4.48768,81152
4.49796,81368
4.5082,82664
4.51846,82232
4.52877,82664
4.53907,81368
4.54933,81800
4.55953,81584
4.56973,81368
4.57995,82016
4.5902,82880
4.60039,82448
4.61063,83744
4.62085,84824
4.63115,84392
4.64141,83528
4.65174,83096
4.662,82880
4.67222,82448
4.6824,82664
4.6926,84824
4.70285,83312
4.71315,84392
4.72351,83096
4.73383,82664
4.7442,82016
4.75467,82448
4.76498,83744
4.77531,84608
4.78563,84608
4.79592,82232
4.80623,82016
4.81646,81800
4.82665,82880
4.83685,81368
4.84709,83096
4.85733,82232
4.86754,81800
4.87775,82880
4.88797,82232
4.89819,82016
4.90839,83096
4.91859,82232
4.92878,81800
4.93903,81800
4.94927,82016
4.95952,82016
4.96983,83096
4.98003,84176
4.99028,83744
5.00053,83096
5.01073,83960
5.02095,83528
5.03125,82880
5.04152,84176
5.05187,82448
5.06213,82232
5.07247,82016
5.08266,81584
5.09289,81584
5.10323,81800
5.11353,81152
5.12379,81152
5.13408,80720
5.14435,82016
5.15461,82232
5.1649,82232
5.17514,82664
5.18538,82664
5.19565,81800
5.20596,82232
5.21622,83096
5.22644,83744
5.23671,84176
5.24701,84176
5.25732,82448
5.26762,83096
5.27795,82016
5.28833,81800
5.29865,81800
5.30898,81800
5.31932,81152
5.3297,80936
5.34002,80936
5.35028,83312
5.36053,82016
5.37081,81800
5.38104,82448
5.39128,81152
5.40155,80720
5.41179,80072
5.42201,80072
5.43219,79208
5.44239,79856
5.45261,79640
5.46285,80720
5.47305,80936
5.48327,80720
5.49352,80072
5.50373,79208
5.51393,78992
5.52414,78560
5.53439,78128
5.54455,77696
5.55472,77480
5.56498,77264
5.57518,77048
5.5855,77048
5.59577,76616
5.60597,76616
5.61616,75104
5.62645,75104
5.6367,75752
5.64705,75968
5.65724,75320
5.66742,75104
5.67771,74888
5.68851,74672
5.69879,74672
5.70914,73808
5.71939,72728
5.72962,72512
5.73982,72296
5.75001,72080
5.76032,74240
5.7706,74240
5.78082,74024
5.79104,74024
5.80126,73808
5.81149,74240
5.82178,73376
5.832,72080
5.84219,71864
5.85237,71648
5.86257,71216
5.87277,71216
5.88296,71216
5.89319,71000
5.90344,71000
5.91376,73376
5.92402,73376
5.93415,73376
5.94431,73376
5.95449,73376
5.96463,73376
5.97482,73160
5.98498,73160
5.99515,73376
6.00559,73376
6.01612,73808
6.02647,74024
6.03728,74240
6.04787,74456
6.05847,74672
6.06908,74672
6.07965,74672
6.0902,74888
6.10047,74672
6.11064,73592
6.1208,73376
6.13099,73376
6.1413,73160
6.15152,73160
6.16169,73160
6.17191,73160
6.18226,73160
6.19249,73160
6.20265,73160
6.2129,73160
6.22309,73160
6.23338,73376
6.24358,73160
6.25378,73160
6.26398,73160
6.27424,73160
6.28457,73160
6.29478,73160
6.30504,73376
6.3154,73376
6.32568,73160
6.33592,73160
6.34622,73160
6.35647,73376
6.36672,73376
6.37706,73376
6.38733,73376
6.3976,73376
6.40792,73376
6.41816,73376
6.42844,73376
6.43877,73592
6.44907,73376
6.45943,73592
6.46975,73808
6.47998,74456
6.49022,74024
6.50044,74456
6.51065,75104
6.52086,75536
6.5311,75320
6.54168,75320
6.55212,75320
6.56267,74456
6.57322,75104
6.58374,75104
6.59423,75320
6.60472,75320
6.61534,75320
6.62581,75320
6.63599,74024
6.64622,72944
6.65643,72296
6.66669,72080
6.67694,71864
6.68712,71864
6.69735,71864
6.7076,71648
6.71782,71648
6.72807,71648
6.73833,71648
6.74856,71648
6.7588,71432
6.76906,71432
6.77931,71432
6.78952,71216
6.79976,71216
6.80998,71216
6.82023,71216
6.83048,71216
6.84074,71216
6.851,71216
6.86126,71000
6.87151,71000
6.88177,71000
6.892,71000
6.90228,71000
6.91254,71000
6.92278,71000
6.93301,70784
6.94326,70784
6.95353,70568
6.97021,71000
6.98056,72944
6.99085,72728
7.00147,72728
7.01202,73808
7.02226,73160
7.03285,73808
7.04339,74240
7.05395,74456
7.06472,74888
7.07552,74240
7.08572,72512
7.09589,72080
7.10615,71864
7.11639,71648
7.1266,71432
7.13684,71432
7.14711,71432
7.15739,71432
7.16767,71216
7.17798,71216
7.18839,71216
7.19877,71216
7.20923,71216
7.21971,71216
7.23001,71432
7.24027,71432
7.25044,71216
7.26063,71000
7.27081,70568
7.28097,70568
7.29116,70352
7.30131,70136
7.31149,70136
7.32163,69920
7.33183,70568
7.34216,70136
7.35241,69704
7.36269,69488
7.37302,69056
7.38335,69056
7.39368,68840
7.40385,68624
7.41403,68624
7.42433,69704
7.4346,70568
7.4451,71216
7.4555,71432
7.46571,72296
7.47596,71432
7.48622,73808
7.49643,75320
7.50664,76616
7.51711,77912
7.52776,77480
7.53842,76832
7.54891,78344
7.55942,80072
7.57006,76616
7.58037,76184
7.59069,75536
7.60157,75752
7.61178,76616
7.62203,77480
7.63275,75752
7.64383,75968
7.65472,75968
7.66631,75104
7.67683,74888
7.68755,75104
7.69892,74024
7.71008,74024
7.72205,74240
7.73447,73160
7.74519,73808
7.75582,74024
7.76704,74456
7.77903,73592
7.79113,72512
7.80293,71864
7.81411,71432
7.8252,71864
7.83694,72728
7.84756,72944
7.85879,72080
7.86979,71000
7.88184,71432
7.89393,71648
7.90419,72512
7.91444,72512
7.92466,73160
7.93504,74672
7.94575,75104
7.95615,75320
7.96658,75320
7.97722,74672
7.98804,74240
7.99923,73808
8.00965,73808
8.02001,74456
8.03039,75752
8.04137,75320
8.05185,74672
8.06214,74240
8.07258,74672
8.08607,75320
8.09624,74888
8.10676,75104
8.11767,74672
8.12956,73808
8.14066,73808
8.15193,73376
8.16378,72944
8.1743,73160
8.18578,73376
8.19854,72512
8.21015,72512
8.22291,72512
8.23535,72080
8.24697,71648
8.25881,72296
8.27043,72080
8.28192,71864
8.2945,71000
8.30656,71216
8.31924,72296
8.33053,71648
8.34174,71864
8.35378,71648
8.36668,71864
8.37763,71864
8.38963,72512
8.40087,71216
8.41315,72512
8.42437,73376
8.43472,73376
8.4451,74240
8.4554,76184
8.46569,75536
8.47593,75752
8.48621,75752
8.49641,75752
8.50666,75752
8.51699,75536
8.52727,75968
8.53755,76400
8.54785,76400
8.5581,76400
8.56835,75104
8.57861,74456
8.58881,74672
8.59902,75968
8.60925,76400
8.61949,76616
8.62977,75536
8.6401,75320
8.65035,75104
8.66062,75752
8.6709,75968
8.68115,76400
8.69141,75752
8.70166,75536
8.71185,75752
8.72209,77264
8.73239,77048
